,sentiment,text
269,negative,Even a pencil✏ never #stayed  with me until it's #end ⚫ 😞
270,negative,I was literally shaking getting the EKG done lol 🙄
271,negative,So disappointed in E! portrayal of Kylie Jenner! Makes her look so fake &amp; filthy rich @ every turn #disappointment @enews #LifeofKylie 🤢😒
272,positive,@JetBlue ugh always know a way to my heart 😘🙌
273,positive,@JetBlue thanks for replying-I feel a little better we'll see how it goes ☺️✈️
274,negative,the thing with Twitter is i only remember to tweet when i'm bored or alone and then it comes across like i have a really dull and sad life.👽
275,positive,Rollie Mae at Thanksgiving😂.. or should I say at everyday life.. and no wonder she loves U… https://t.co/ySyPIm6FC6 https://t.co/O59KN8o28f
276,positive,@united @annricord Great! Appreciate it😊
277,negative,#humanrights #UnitedNations  ♐️deporting israelis2 their original homes/BelfoureDeclaration !https://t.co/vJVk6EFLHD https://t.co/PJxGcn4Rli
278,negative,Bad hombres. Grab them by the pussy. Who's gonna pay the wall? Nasty Woman.  👀 https://t.co/0l5IDeNJHj
279,positive,it's time! #fantasticbeasts 👌 https://t.co/hDXmjpH83m
280,negative,"Having a nail half hanging off is absolutely fucking grim, even with my acrylic holding it on 😷😷"
281,positive,"Had the most amazing morning at the #emptyNG event, such a privilege! Big thanks to @londonlivindoll and the @NationalGallery for having us😍"
282,negative,"RT @AmyMek: Status 👉 Single 

I broke up with @FoxNews last night!   Goodbye @megynkelly, @BretBaier &amp; Chris Wallace.

#GOPDebate http://t.…"
283,negative,Fuck the Tesla Model S looks solid!! 👍😨
284,negative,"@GypsySpirit46 @GovMikeHuckabee NO, not the #TrumpTransitionTeam, the #AltLeftMedia R THE ONES LYING! When r ppl going 2 OPEN THEIR 👀's"
285,negative,Watched a part of the #GOPDebate last night. Hilarious that @ScottWalker thinks he has any chance. Let alone any of the candidates. 😂😂😂
286,positive,@LethbridgeCity I love how playful you guys are becoming -- both on- and offline! 🚗 🚕 🚙 #beepbeep
287,positive,Happy Thanksgiving Everyone 😂😂😂 🐥#thanksgiving #onedirection #harrystyles #louistomlinson… https://t.co/iBAIW0so57
288,negative,@SouthwestAir I've been on hold almost an hour! I LUV y'all but #ImJustSaying 😔😔😔 http://t.co/t6fYyBHjhL
289,neutral,@JetBlue No not yet. I will notify them. I'm new at this! 😊
290,negative,RT @DanaCortez: #megynkellydebatequestions like Effie from Hunger Games. #GOPDebate.😞 http://t.co/Sm74WVmMd3
291,positive,"Tw FCB: ""👏 Thank you, Steven Gerrard, for everything you have given to the world of football. You will never walk a… https://t.co/QFaZxFEoNs"
292,neutral,@SpeakerRyan Does unified mean all #Republicans support the appointment of Steve Bannon as #WhiteHouse chief of staff? 😢 #dividingamerica
293,negative,Like it's about abortion 😞
294,negative,"Oh no, ""working hard"" is a quote from the last rep. to steal an election and wreck havoc with America #🍊🐀… https://t.co/AadRJjX6Nk"
295,negative,Is North Dakota fracking out of control? ✋ https://t.co/7PP7xRGQPN #energy #oil #fracking https://t.co/usF1licUjw
296,positive,My @timehop literally cracks me up when I see posts from 2 years ago and later 😂 #hilarious
297,positive,"@Za_buhmaid Happy birthday sweety .. sweet 21 hun hope u have a wonderful day and a wondrful joyful year better than the last one, Luv U ♥"
298,neutral,I'm officially giving up the #Hatchimals hunt now I mean it this time 😂
299,positive,I could not be happier with my life right now 😊
300,negative,Tomorrow is the day I cut and dye my hair! 😳 #nervous #excited
301,negative,The other day I went on a date & this guy asked me why was I wearing my Cubs jersey if that already passed... niggaaaaa are you fr rn😐🙄
302,neutral,@SoulCunting really? 😦 Because I'm practicing vegetarianism and I've seen little results.
303,positive,Happy #NationalFastFoodDay. 🍔 https://t.co/Na6eDD4PyR
304,positive,and that CA minimum wage goes up on the first for the next 5 years ayyy 😋
305,positive,Happy Amazon Prime day to all my primers 😆
306,positive,@barbarasgarden Thank you oh so much. There are many challenges but much rejoicing! ✨
307,positive,This David Blaine movie is absolutely blowing my mind😍 @davidblaine
308,negative,@USAirways thanks for making me miss my meeting in Dallas. 700 dollars down the toilet 😊
309,neutral,❤️❤️❤️“@JetBlue: Our fleet's on fleek. http://t.co/UHUmAskLdv”
310,positive,@morgannbroom yes ❤️❤️ &amp; cheering homecoming game!
311,negative,"@Yvonne2016MAGA @Imaginary_One 😁 Maduro, Hollande, Merkel,Santos, they will fall flat on their metaphorical, if not physical faces, or both."
312,positive,@united you are one great airline ❤️
313,positive,@queenofcrows @Gus_802 The same McConnell who was minority leader as Obamacare was passed? Riiiight 😂
314,negative,“@JetBlue: @benjaminokeefe Thanks for including us on your tour! Did you pack your winter coat?”Unfortunately yes ❄️⛄️ #WereNotinCaliAnymore
315,positive,Look out below!! 👀 #DENatUTA (Vine by @utahjazz) https://t.co/ugrDi3zCXM
316,neutral,@SouthwestAir give me tickets to atlanta! I would do anything!  Anything 😆
317,negative,I have serious separation anxiety 😭😭💔
318,neutral,Partido para hoy @NBA. @ATLHawks vs @utahjazz⏰ 22:00 hs1️⃣7️⃣ Fecha https://t.co/F1BqXqEfOZ
319,negative,"@SouthwestAir I always brag about ur service, but very disappointed today. Apparently I'll be sleeping on floor of Dallas airport tonight 👎"
320,positive,Go Marine Le Pen!👇👍 https://t.co/Y7sLVoUyr8
321,negative,"Been at work for not even 4 hours and I've thrown boiling tea everywhere, smashed a mug, smashed a milk jug and sliced my finger open😐"
322,negative,"First Thanksgiving, Christmas, New Years, Valentines Day and Birthday without my Dad 😪!"
323,negative,Damn our offense is a mix bag of unpredictable lethal weapons I'm worried for Defense Coordinators 😁 #Chargers #Boltup #Recharged
324,neutral,If y'all didn't know... #MannequinChallenge is over people. 😂😂 w/@jvalentino_ @savannahlisa @Amanda_Abbott… https://t.co/psJ8i0sLHa
325,negative,@o_pebbles Not of this one sadly! 😪
326,negative,@AmericanAir this is the biggest joke of #customerservice I've ever seen from a  ✈️ brand http://t.co/XHSUUpHeZe
327,positive,"“@SouthwestAir: @AMiltx3 You are forgiven most loved Customer,,,it's as if you never left :) ^LL” that's why you're bae ❤️"
328,positive,@united thank you! 😊
329,neutral,"https://t.co/shhOGhTJwO via https://t.co/4rGJlFfsxJ - Okay, it is historical but HOW did women PER SE become so DOWNGRADED? They GIVE life©"
330,neutral,idk where to start after my intro. im writing from a pro-raising-minimum-wage pov but I'm stuck ☹️
331,neutral,"🚨It's about time💥Dana Milbank: Time For Pelosi, Senior Democrats to Step Down https://t.co/tLyaii3QwU via @Newsmax"
332,negative,Common app just randomly logged me out as I was writing the last part of my college essay and lost all of it 😭😭😭
333,neutral,@TURNUP504 dropped that heat 🔥🔥🔥🔥 .. #uber .. I'm fw that.. link in his bio  🏧💰 #omg #therealbfa… https://t.co/wXckLut2AT
334,positive,School in Hogwarts probably 😇 #HARRYPOTTER #FantasticBeasts 💜
335,positive,semores: let's get this. #mirth #SAW #keepthetradition 💜💛⚛🏵🍇🍋🌼🐤🐥👚😈😈👾🧀
336,negative,Damn I'm tired as hell I never get a off day during the week anymore 😭 I wanna call in so bad but these lil 60 hrs sounds so good.
337,positive,#Winning #CruzCrew 😎 Keep It Up! #TedCruz2016 #GOPDebate  https://t.co/uR7q4KjRfx
338,positive,The next Muhammad Ali 💯💪🏾👊🏾🏆 https://t.co/OM5TO6cQi9
339,positive,@deray HBO hun...the show is really good. Get read to have Melania Trump facial expression for like three episodes though😂
340,positive,Loving @Speechless_ABC so far. Just hilarious and @driverminnie is wonderful. #hilarious #Bravo 👏🏻👏🏻
341,neutral,🏀@J_Doellman is back! #fcblive https://t.co/uBgHGNG34z
342,neutral,@AmericanAir at LAX &amp; just got off the phone w/reservations. Every flight that'd get me to BOS before 11 am tmrw is apparently unavailable 😐
343,positive,Friday night date with this one @TheLightBolton  #fantasticbeasts #cinematime #nobettercompany 🎬😬🍿 https://t.co/hebSkkGF0k
344,positive,"V happy to go back to vegetarianism, vegan life was not the one✌🏼️🐷🐮🐔🐤🐥"
345,negative,Can you say George Soros? He needs to be on the top of the list 2 investigate.  He is a snake 🐍who'll do anything 2… https://t.co/LByrqp09Me
346,negative,"@RountreeBrandon traded a portion of the rotation and picked up a fucking short-stop. What a dumb move honestly, watch Walker win Cy Young 😪"
347,neutral,"All my relatives are from Limerick (hon tipp!(I hate sports)) & Limerick slang sounds like home, 'Cmereiwantcha' 😂"
348,neutral,@theyeezymafia I'm out of ideas... Please help me with a cart for a #Hatchimals 😳 https://t.co/CG2uqa90Dg
349,negative,Kim Fatty the Third. 🇨🇳 🇰🇵
350,negative,dammit @TMobile whays going on!!! 😤😤😤😤 lol  #smh #mobilefails
351,negative,RT @layla07122: Because we need a leader in the White House NOT a community organizer 😡👎 #GOPDebate
352,neutral,@USAirways @OBJ_3 even airlines are scheming to get a follow from OBJ LMAOOO 😂😂😂😂
353,neutral,@SouthwestAir please reply to my DM ♥️
354,positive,@SouthwestAir your flight attendants are really funny!! The sass is giving me life!!! 😂
355,positive,@SouthwestAir Great job with the Passbook integration! It’ll really help streamline the commute to San Fran! 😊☕📲✈
356,negative,@CBSBigBrother she's pathetic!!! Hated Nicole for being cute &amp; having a showmance &amp; she couldn't get one! #bitter #uglycry #BBMichelle 😖
357,negative,MN MOST LIBERAL STATE IN US THANKS TO TWIN CITIES MIGRANTS & LEFTISTS. LOOK AT REPORT ON MN DECRIMINALIZING CHILD SEX ABUSE IT'S SICKENING!😡
358,positive,"Girlfriends cooking me dinner again. spag blow it is, not to sure if she need my help 😂😂 #girlfriends "
359,positive,"Good morning, Trondheim! #optimism #productivity ⛅️❤️🇳🇴🏢💻🖥🏋🏻💪🏼📺🍿"
360,positive,"In honor of last nights GOP debate... A flashback to me and H.W. hangin' out! 😋

#gopdebate #jebbush… https://t.co/K1oPXc8aqC"
361,neutral,"So many people got taken from us in 2016, phizzurp, showkey, m dot, Muhammad Ali, Britney Spears😭😭😭"
362,negative,@TheEconomist #Assad's blood-soaked hands? 👀 And #SaudiHELLabia's blood-stained? 😒 #Syria #Yemen
363,positive,Liam...just...OMG!❤️😍 #ARIASONEDIRECTION #onedirection #LiamPayne #1DDayAnniversary #1DWeMissYouPleaseComeBack… https://t.co/E7qGyMxpI8
364,positive,in all reality i'm super thankful that Grayson Allen is a real life human being bc wowww😍😍😍
365,negative,@AmericanAir  it's not cool that my flight was Cancelled Flightled after sitting on the plane for over an hour. 👎😡✈️ #notahappycustomer #leavingtomm
366,negative,@mjmralph then it's poor packaging my Amazon and the fulfilled seller should be furious as much as you 😕
367,negative,"RT @HensleywkAo: “@FrankLuntz: I'm getting a lot of @MegynKelly hatemail tonight. 😆

#GOPDebate”.  You were pretty bad too. Your findings w…"
368,positive,This is ❤ #ThisIsUs https://t.co/JaSBgCqJFH
369,neutral,@VirginAmerica is that #thestarter??😁
370,positive,He said he was a Cubs fan but a true fan wouldn't have said that. It's Cubs season in my heart💙🐻❤️ #365
371,positive,OMG 3 out of @jimmyfallon's #GilmoreGirlsTop4 will be on @FallonTonight!!! #Hyperventilating 😃😃😃🙃🙃🙃 @GilmoreGirls @netflix
372,negative,work is going to kill me and 5 o'clock is nowhere near 😟
373,negative,@laureeenwillam can't cope wi her sour face and tiny pout 😡😡
374,negative,@funkxwidme only #true #depression #fans will get this one 😂😂
375,negative,“@JetBlue: Our fleet's on fleek. http://t.co/vw2v8GVnGq” 😐😑
376,positive,I'm always smiling so that's why I'm always happy 😂
377,negative,I miss doing nothing someone I care about and attacking their face with kisses. #foreveralone #bitter 😩
378,negative,I never thought I would say this but I really miss Todd 😥
379,negative,@SouthwestAir boarded plane only to be told to get off as it wasn't our plane. Now an hour delay. 😭😭
380,positive,We are family ❤️ #fcblive #FCB #messi #Barcelona https://t.co/4ydIdds8KN
381,positive,"@pannchoa young..rich..tall..handsome..kindest..cutest n walking ball of happiness ..... That's Chanyeol,undisputed king of fan service ❤"
382,positive,@SouthwestAir ..just booked trip to Cancun...❤️ no baggage fees..but need to have more flight time options
383,positive,Swear I got the most playful ass bf ever 😂🙄
384,positive,@pottermore @jonkerlin @SCB_Ben  Finally got to watch #FantasticBeasts so good 🐍🐉 https://t.co/AHESTWEv4R
385,positive,Perfect!  Jeeze🙄 https://t.co/13YMTFtatT
386,positive,@SquishyJiminie aww thank you!! I'm definitely feeling much better today and your messages cheer me up too ☺️
387,positive,@SouthwestAir Hi! I ❤️ your company and fly all the time. I was wondering if you could please share this link &amp; read! http://t.co/lO6LghPcdU
388,negative,When you wake up sick asf after getting to turnt on thanksgiving 🦃🔪
389,positive,@USAirways @AmericanAir First Class all the way!!💺✈️ Headed to @portlandjetport http://t.co/kDMq0jps02
390,positive,@VoucherAngels #Hatchimals # Hatch these are like gold dust now 💚💚
391,positive,Thank You 👑 @JillScottJS8 #ThankYouObama #bet @BET https://t.co/I81225sGv3
392,negative,Ben Carson for Housing & Urban Development?? 😐 I just can't 😒 https://t.co/SUN1q7YbTI
